time,temperature,windspeed,winddirection
2023-02-23T17:00,4.4,9.0,157
2023-02-23T18:00,3.5,8.7,156
2023-02-23T19:00,2.9,8.2,157
2023-02-23T20:00,2.7,8.6,165
2023-02-23T21:00,2.5,8.8,171
2023-02-23T22:00,2.5,8.3,178
2023-02-23T23:00,2.5,7.6,180
2023-02-24T00:00,2.7,6.9,186
2023-02-24T01:00,3.0,6.3,193
2023-02-24T02:00,3.4,5.8,210
2023-02-24T03:00,3.6,6.1,225
2023-02-24T04:00,3.9,6.9,231
2023-02-24T05:00,4.2,6.9,231
2023-02-24T06:00,4.4,7.8,236
2023-02-24T07:00,4.8,7.0,235
2023-02-24T08:00,5.1,7.0,235
2023-02-24T09:00,5.5,6.9,231
2023-02-24T10:00,6.1,8.0,243
2023-02-24T11:00,6.7,9.3,254
2023-02-24T12:00,7.1,8.4,250
2023-02-24T13:00,6.6,8.3,236
2023-02-24T14:00,7.0,9.1,236
2023-02-24T15:00,7.2,9.8,242
2023-02-24T16:00,7.2,10.7,237
2023-02-24T17:00,6.6,11.0,259
2023-02-24T18:00,5.7,10.5,262
2023-02-24T19:00,4.8,9.8,264
2023-02-24T20:00,4.1,7.7,259
2023-02-24T21:00,3.6,5.1,219
2023-02-24T22:00,3.5,5.0,201
2023-02-24T23:00,3.6,5.2,205
2023-02-25T00:00,3.6,6.8,212
2023-02-25T01:00,3.5,6.4,207
2023-02-25T02:00,3.4,8.4,230
2023-02-25T03:00,3.2,7.9,246
2023-02-25T04:00,2.8,8.0,265
2023-02-25T05:00,2.4,6.6,248
2023-02-25T06:00,2.3,6.4,243
2023-02-25T07:00,2.3,7.6,239
2023-02-25T08:00,2.3,10.1,243
2023-02-25T09:00,3.0,10.5,248
2023-02-25T10:00,3.2,10.9,243
2023-02-25T11:00,3.9,11.1,245
2023-02-25T12:00,3.8,11.6,244
2023-02-25T13:00,3.1,11.3,253
2023-02-25T14:00,3.1,10.8,268
2023-02-25T15:00,3.1,10.4,284
2023-02-25T16:00,2.8,9.7,274
2023-02-25T17:00,2.4,8.4,280
2023-02-25T18:00,2.3,7.8,283
2023-02-25T19:00,1.9,9.8,278
2023-02-25T20:00,1.7,10.0,291
2023-02-25T21:00,1.8,9.8,294
2023-02-25T22:00,1.7,12.0,309
2023-02-25T23:00,1.5,12.2,313
2023-02-26T00:00,1.2,12.5,316
2023-02-26T01:00,0.9,14.1,328
2023-02-26T02:00,0.3,13.0,332
2023-02-26T03:00,-0.1,12.3,339
2023-02-26T04:00,-0.3,10.5,322
2023-02-26T05:00,-0.3,11.5,328
2023-02-26T06:00,-0.8,13.8,345
2023-02-26T07:00,-0.7,13.8,345
2023-02-26T08:00,-0.9,12.6,357
2023-02-26T09:00,-0.7,10.4,360
2023-02-26T10:00,-0.6,11.7,9
2023-02-26T11:00,-0.4,11.9,5
2023-02-26T12:00,-0.1,11.2,358
2023-02-26T13:00,0.3,13.0,346
2023-02-26T14:00,0.8,13.1,344
2023-02-26T15:00,0.8,12.6,340
2023-02-26T16:00,0.6,12.7,353
2023-02-26T17:00,0.3,7.1,345
2023-02-26T18:00,0.1,5.1,309
2023-02-26T19:00,0.3,6.0,303
2023-02-26T20:00,0.1,6.7,324
2023-02-26T21:00,-0.1,6.9,321
2023-02-26T22:00,-0.4,7.3,327
2023-02-26T23:00,-0.8,7.9,321
2023-02-27T00:00,-0.9,6.9,317
2023-02-27T01:00,-0.5,5.9,308
2023-02-27T02:00,-0.8,6.4,317
2023-02-27T03:00,-0.9,6.1,332
2023-02-27T04:00,-1.0,4.7,328
2023-02-27T05:00,-1.1,4.3,312
2023-02-27T06:00,-1.2,5.6,310
2023-02-27T07:00,-1.3,5.4,323
2023-02-27T08:00,-1.3,7.6,355
2023-02-27T09:00,-1.0,8.6,22
2023-02-27T10:00,-0.9,9.2,48
2023-02-27T11:00,-0.6,6.4,43
2023-02-27T12:00,-0.0,6.9,28
2023-02-27T13:00,0.3,7.6,19
2023-02-27T14:00,0.5,6.5,34
2023-02-27T15:00,0.8,6.6,41
2023-02-27T16:00,0.8,7.4,43
2023-02-27T17:00,0.5,6.1,45
2023-02-27T18:00,0.1,5.5,23
2023-02-27T19:00,-0.6,5.0,30
2023-02-27T20:00,-1.0,4.6,45
2023-02-27T21:00,-1.4,5.2,56
2023-02-27T22:00,-1.8,5.0,69
2023-02-27T23:00,-2.1,4.5,76
2023-02-28T00:00,-2.4,3.2,90
2023-02-28T01:00,-3.1,2.2,90
2023-02-28T02:00,-3.3,1.8,79
2023-02-28T03:00,-3.5,1.8,53
2023-02-28T04:00,-3.7,2.0,45
2023-02-28T05:00,-3.8,2.0,45
2023-02-28T06:00,-3.9,2.0,45
2023-02-28T07:00,-4.7,2.1,31
2023-02-28T08:00,-4.4,1.3,56
2023-02-28T09:00,-3.3,0.8,117
2023-02-28T10:00,-2.0,0.0,180
2023-02-28T11:00,-0.9,1.1,270
2023-02-28T12:00,-0.2,2.2,279
2023-02-28T13:00,1.8,2.5,278
2023-02-28T14:00,2.3,3.3,276
2023-02-28T15:00,2.3,4.3,275
2023-02-28T16:00,2.1,4.7,302
2023-02-28T17:00,1.2,4.1,315
2023-02-28T18:00,0.5,3.1,291
2023-02-28T19:00,-0.4,3.9,248
2023-02-28T20:00,-1.0,4.1,255
2023-02-28T21:00,-1.6,4.5,256
2023-02-28T22:00,-2.1,4.8,257
2023-02-28T23:00,-2.3,5.1,266
2023-03-01T00:00,-2.5,5.4,262
2023-03-01T01:00,-2.6,6.5,264
2023-03-01T02:00,-2.8,6.8,267
2023-03-01T03:00,-2.9,7.2,273
2023-03-01T04:00,-3.1,7.2,273
2023-03-01T05:00,-3.1,7.2,270
2023-03-01T06:00,-3.2,7.6,270
2023-03-01T07:00,-3.2,8.3,270
2023-03-01T08:00,-2.8,8.0,275
2023-03-01T09:00,-1.7,8.1,283
2023-03-01T10:00,-0.2,7.6,289
2023-03-01T11:00,1.2,6.8,288
2023-03-01T12:00,2.5,6.7,286
2023-03-01T13:00,4.8,7.6,275
2023-03-01T14:00,5.4,6.8,295
2023-03-01T15:00,5.5,6.3,329
2023-03-01T16:00,5.1,4.3,318
2023-03-01T17:00,3.9,3.3,264
2023-03-01T18:00,2.9,3.8,253
2023-03-01T19:00,2.2,4.3,265
2023-03-01T20:00,1.6,4.0,265
2023-03-01T21:00,1.0,3.7,259
2023-03-01T22:00,0.5,4.0,260
2023-03-01T23:00,0.1,4.0,260
2023-03-02T00:00,-0.3,4.0,265
2023-03-02T01:00,-0.7,4.1,285
2023-03-02T02:00,-1.0,3.8,287
2023-03-02T03:00,-1.4,4.3,312
2023-03-02T04:00,-1.6,3.6,315
2023-03-02T05:00,-1.7,2.9,330
2023-03-02T06:00,-1.8,2.7,337
2023-03-02T07:00,-1.2,2.3,321
2023-03-02T08:00,-1.1,2.3,321
2023-03-02T09:00,-0.1,1.8,281
2023-03-02T10:00,1.4,1.9,292
2023-03-02T11:00,2.5,4.2,329
2023-03-02T12:00,3.2,4.8,318
2023-03-02T13:00,2.9,5.4,318
2023-03-02T14:00,3.1,5.4,323
2023-03-02T15:00,3.1,5.6,333
2023-03-02T16:00,3.2,4.5,346
2023-03-02T17:00,3.0,1.5,315
2023-03-02T18:00,2.1,2.7,247
2023-03-02T19:00,1.2,3.7,241
2023-03-02T20:00,0.7,3.8,253
2023-03-02T21:00,0.3,4.4,261
2023-03-02T22:00,-0.1,4.7,270
2023-03-02T23:00,-0.4,4.7,270
2023-03-03T00:00,-0.6,5.0,270
2023-03-03T01:00,-1.1,6.9,264
2023-03-03T02:00,-1.3,6.8,273
2023-03-03T03:00,-1.3,6.9,279
2023-03-03T04:00,-1.4,6.5,276
2023-03-03T05:00,-1.7,6.8,270
2023-03-03T06:00,-1.9,7.6,270
2023-03-03T07:00,-1.8,9.4,266
2023-03-03T08:00,-1.6,11.2,266
2023-03-03T09:00,-0.7,11.2,270
2023-03-03T10:00,0.5,12.6,268
2023-03-03T11:00,1.9,14.4,269
2023-03-03T12:00,3.1,16.0,278
2023-03-03T13:00,1.6,16.7,284
2023-03-03T14:00,0.8,16.4,289
2023-03-03T15:00,0.0,15.0,291
2023-03-03T16:00,-0.6,14.2,294
2023-03-03T17:00,-0.9,13.4,290
2023-03-03T18:00,-0.6,13.3,283
2023-03-03T19:00,-0.5,15.6,277
2023-03-03T20:00,-0.5,15.9,275
2023-03-03T21:00,-0.6,13.5,254
2023-03-03T22:00,-0.7,14.6,254
2023-03-03T23:00,-0.6,17.7,268
2023-03-04T00:00,-0.5,19.9,265
2023-03-04T01:00,-0.4,18.8,265
2023-03-04T02:00,-0.2,20.8,260
2023-03-04T03:00,-0.3,20.8,261
2023-03-04T04:00,0.0,19.2,264
2023-03-04T05:00,0.3,18.4,267
2023-03-04T06:00,0.1,20.2,274
2023-03-04T07:00,0.8,18.1,277
2023-03-04T08:00,0.6,15.5,274
2023-03-04T09:00,0.9,18.1,277
2023-03-04T10:00,1.3,16.2,274
2023-03-04T11:00,2.0,19.1,281
2023-03-04T12:00,2.6,19.7,278
2023-03-04T13:00,2.6,22.7,274
2023-03-04T14:00,2.6,14.4,271
2023-03-04T15:00,2.7,17.1,305
2023-03-04T16:00,2.8,17.1,295
2023-03-04T17:00,2.2,16.2,307
2023-03-04T18:00,0.4,16.6,347
2023-03-04T19:00,-0.1,13.5,335
2023-03-04T20:00,-0.7,11.5,328
2023-03-04T21:00,-1.0,10.2,312
2023-03-04T22:00,-1.3,10.3,295
2023-03-04T23:00,-1.5,10.1,287
2023-03-05T00:00,-1.9,9.5,281
2023-03-05T01:00,-2.4,8.6,268
2023-03-05T02:00,-2.5,9.1,261
2023-03-05T03:00,-2.6,9.3,257
2023-03-05T04:00,-2.7,9.8,253
2023-03-05T05:00,-2.8,9.9,251
2023-03-05T06:00,-2.8,9.8,246
2023-03-05T07:00,-2.7,9.7,243
2023-03-05T08:00,-2.1,10.6,246
2023-03-05T09:00,-1.3,11.0,247
2023-03-05T10:00,-0.1,11.9,256
2023-03-05T11:00,0.9,12.6,270
2023-03-05T12:00,1.5,14.4,283
2023-03-05T13:00,-0.8,13.3,272
2023-03-05T14:00,-0.6,9.7,272
2023-03-05T15:00,-0.9,8.6,268
2023-03-05T16:00,-0.8,7.6,278
2023-03-05T17:00,-0.7,7.3,281
2023-03-05T18:00,-0.7,7.8,283
2023-03-05T19:00,-1.3,7.2,264
2023-03-05T20:00,-1.6,7.3,261
2023-03-05T21:00,-1.8,6.7,254
2023-03-05T22:00,-2.0,6.8,252
2023-03-05T23:00,-2.2,7.2,252
2023-03-06T00:00,-2.2,7.5,253
2023-03-06T01:00,-2.4,7.5,253
2023-03-06T02:00,-2.5,8.0,252
2023-03-06T03:00,-2.7,8.4,250
2023-03-06T04:00,-3.0,7.6,251
2023-03-06T05:00,-3.1,6.8,245
2023-03-06T06:00,-3.3,6.8,238
2023-03-06T07:00,-3.7,6.1,225
2023-03-06T08:00,-3.1,7.2,233
2023-03-06T09:00,-2.2,6.6,225
2023-03-06T10:00,-1.6,6.4,207
2023-03-06T11:00,-1.1,6.2,187
2023-03-06T12:00,-0.6,7.0,201
2023-03-06T13:00,-0.4,6.8,183
2023-03-06T14:00,-0.4,8.4,160
2023-03-06T15:00,-0.1,7.9,164
2023-03-06T16:00,0.1,5.1,176
2023-03-06T17:00,0.4,7.6,239
2023-03-06T18:00,0.3,7.9,246
2023-03-06T19:00,-0.3,6.6,257
2023-03-06T20:00,-0.4,6.2,260
2023-03-06T21:00,-0.6,7.2,252
2023-03-06T22:00,-0.8,8.0,252
2023-03-06T23:00,-0.9,9.4,274
2023-03-07T00:00,-1.3,9.2,281
2023-03-07T01:00,-1.2,9.2,291
2023-03-07T02:00,-1.5,6.5,289
2023-03-07T03:00,-1.6,4.7,279
2023-03-07T04:00,-2.0,3.4,252
2023-03-07T05:00,-2.3,3.8,229
2023-03-07T06:00,-2.6,4.6,198
2023-03-07T07:00,-3.3,5.4,176
2023-03-07T08:00,-2.7,7.3,171
2023-03-07T09:00,-1.8,9.1,162
2023-03-07T10:00,-0.5,10.4,166
2023-03-07T11:00,1.0,11.2,176
2023-03-07T12:00,2.3,11.9,177
2023-03-07T13:00,3.9,14.4,193
2023-03-07T14:00,3.9,12.2,204
2023-03-07T15:00,3.6,10.5,202
2023-03-07T16:00,3.1,9.7,195
2023-03-07T17:00,2.3,8.8,192
2023-03-07T18:00,1.9,9.3,196
2023-03-07T19:00,3.4,11.7,198
2023-03-07T20:00,3.3,12.5,198
2023-03-07T21:00,3.6,14.7,211
2023-03-07T22:00,3.7,14.6,218
2023-03-07T23:00,3.4,15.7,233
2023-03-08T00:00,2.2,13.8,285
2023-03-08T01:00,1.4,8.7,265
2023-03-08T02:00,0.9,11.0,259
2023-03-08T03:00,0.7,11.5,250
2023-03-08T04:00,0.4,10.6,252
2023-03-08T05:00,0.3,13.0,267
2023-03-08T06:00,0.2,12.8,260
2023-03-08T07:00,0.2,13.9,260
2023-03-08T08:00,0.4,15.2,263
2023-03-08T09:00,1.0,15.5,265
2023-03-08T10:00,2.0,16.2,270
2023-03-08T11:00,2.6,17.6,270
2023-03-08T12:00,3.0,17.1,263
2023-03-08T13:00,3.4,14.1,257
2023-03-08T14:00,3.8,13.7,252
2023-03-08T15:00,3.9,12.0,249
2023-03-08T16:00,3.4,10.4,250
2023-03-08T17:00,2.8,7.8,236
2023-03-08T18:00,2.2,4.1,232
2023-03-08T19:00,1.8,4.9,216
2023-03-08T20:00,1.1,2.9,173
2023-03-08T21:00,0.6,3.4,108
2023-03-08T22:00,0.3,5.5,67
2023-03-08T23:00,-0.0,6.4,52
2023-03-09T00:00,-0.2,8.2,49
2023-03-09T01:00,0.0,8.7,48
2023-03-09T02:00,-0.2,8.9,47
2023-03-09T03:00,-0.2,9.7,48
2023-03-09T04:00,-0.3,10.0,52
2023-03-09T05:00,-0.5,10.9,56
2023-03-09T06:00,-0.6,10.4,56
2023-03-09T07:00,-0.8,10.5,59
2023-03-09T08:00,-0.7,11.6,64
2023-03-09T09:00,-0.5,12.8,68
2023-03-09T10:00,-0.4,14.0,67
2023-03-09T11:00,-0.3,13.9,69
2023-03-09T12:00,-0.2,14.5,67
2023-03-09T13:00,0.2,14.5,63
2023-03-09T14:00,-0.2,14.3,56
2023-03-09T15:00,-0.2,11.9,55
2023-03-09T16:00,-0.4,9.7,51
2023-03-09T17:00,-0.6,7.4,51
2023-03-09T18:00,-0.6,6.0,65
2023-03-09T19:00,-0.4,6.7,106
2023-03-09T20:00,-0.7,6.9,118
2023-03-09T21:00,-0.9,7.3,123
2023-03-09T22:00,-0.9,8.3,124
2023-03-09T23:00,-0.8,8.4,121
2023-03-10T00:00,-0.8,8.8,125
2023-03-10T01:00,-1.1,9.0,119
2023-03-10T02:00,-1.3,11.8,128
2023-03-10T03:00,-1.3,11.4,125
2023-03-10T04:00,-1.1,10.4,124
2023-03-10T05:00,-0.9,9.7,129
2023-03-10T06:00,-0.5,10.7,135
2023-03-10T07:00,-0.1,10.2,132
2023-03-10T08:00,0.3,10.5,142
2023-03-10T09:00,0.8,9.8,144
2023-03-10T10:00,1.9,10.3,151
2023-03-10T11:00,2.6,9.6,160
2023-03-10T12:00,3.6,9.6,167
2023-03-10T13:00,7.1,7.9,183
2023-03-10T14:00,8.8,6.6,193
2023-03-10T15:00,10.4,7.6,199
2023-03-10T16:00,10.2,7.0,201
2023-03-10T17:00,9.2,5.9,191
2023-03-10T18:00,8.4,5.5,191
2023-03-10T19:00,9.0,4.6,198
2023-03-10T20:00,8.6,4.4,189
2023-03-10T21:00,7.7,4.9,163
2023-03-10T22:00,6.9,5.4,160
2023-03-10T23:00,6.5,7.1,165
2023-03-11T00:00,6.7,7.4,203
2023-03-11T01:00,6.6,7.9,180
2023-03-11T02:00,6.6,7.5,197
2023-03-11T03:00,6.3,7.1,204
2023-03-11T04:00,5.8,6.2,216
2023-03-11T05:00,5.5,5.9,227
2023-03-11T06:00,5.2,5.6,230
2023-03-11T07:00,5.2,5.6,230
2023-03-11T08:00,5.8,6.4,243
2023-03-11T09:00,6.0,6.3,257
2023-03-11T10:00,6.5,10.8,285
2023-03-11T11:00,5.9,15.1,308
2023-03-11T12:00,2.8,17.7,322
2023-03-11T13:00,1.7,17.1,319
2023-03-11T14:00,1.1,18.2,321
2023-03-11T15:00,0.5,17.1,312
2023-03-11T16:00,-0.3,17.1,309
2023-03-11T17:00,0.1,19.3,315
2023-03-11T18:00,-0.3,18.8,313
2023-03-11T19:00,0.0,16.2,302
2023-03-11T20:00,-0.3,15.3,304
2023-03-11T21:00,-0.8,13.0,289
2023-03-11T22:00,-1.1,13.5,286
2023-03-11T23:00,-1.0,14.0,282
2023-03-12T00:00,-1.1,14.7,281
2023-03-12T01:00,-1.0,13.9,280
2023-03-12T02:00,-1.1,10.8,266
2023-03-12T03:00,-1.0,13.0,251
2023-03-12T04:00,-0.7,14.2,254
2023-03-12T05:00,-0.5,15.3,251
2023-03-12T06:00,-0.5,17.4,252
2023-03-12T07:00,-0.5,16.8,255
2023-03-12T08:00,-0.1,18.0,270
2023-03-12T09:00,0.0,19.1,274
2023-03-12T10:00,0.6,21.0,282
2023-03-12T11:00,1.6,21.0,283
2023-03-12T12:00,2.3,21.3,286
2023-03-12T13:00,3.3,21.1,284
2023-03-12T14:00,3.5,21.2,288
2023-03-12T15:00,3.7,18.8,287
2023-03-12T16:00,3.8,15.1,282
2023-03-12T17:00,3.3,12.3,275
2023-03-12T18:00,2.6,9.8,262
2023-03-12T19:00,2.3,8.0,243
2023-03-12T20:00,1.9,8.1,238
2023-03-12T21:00,1.6,6.7,234
2023-03-12T22:00,1.2,5.1,219
2023-03-12T23:00,0.9,4.3,204
2023-03-13T00:00,0.7,5.8,184
2023-03-13T01:00,0.5,6.8,162
2023-03-13T02:00,0.5,7.6,177
2023-03-13T03:00,0.7,8.0,188
2023-03-13T04:00,0.7,8.0,188
2023-03-13T05:00,0.7,7.6,175
2023-03-13T06:00,0.8,7.9,183
2023-03-13T07:00,1.6,7.9,180
2023-03-13T08:00,2.3,8.7,187
2023-03-13T09:00,3.3,9.0,182
2023-03-13T10:00,4.6,10.1,184
2023-03-13T11:00,5.9,10.9,186
2023-03-13T12:00,7.2,13.4,185
2023-03-13T13:00,10.1,13.9,197
2023-03-13T14:00,10.3,14.3,198
2023-03-13T15:00,10.1,16.1,204
2023-03-13T16:00,9.7,16.3,205
2023-03-13T17:00,9.7,15.8,215
2023-03-13T18:00,9.8,16.4,218
2023-03-13T19:00,10.4,15.0,210
2023-03-13T20:00,10.3,14.5,210
2023-03-13T21:00,10.2,14.0,209
2023-03-13T22:00,10.3,13.5,214
2023-03-13T23:00,10.1,13.6,202
2023-03-14T00:00,9.7,13.0,194
2023-03-14T01:00,9.6,12.9,193
2023-03-14T02:00,8.9,12.0,189
2023-03-14T03:00,7.8,11.5,180
2023-03-14T04:00,7.0,11.2,176
2023-03-14T05:00,6.4,10.7,166
2023-03-14T06:00,6.1,12.0,164
2023-03-14T07:00,7.0,11.7,169
2023-03-14T08:00,8.0,10.6,170
2023-03-14T09:00,9.4,11.9,166
2023-03-14T10:00,11.1,11.7,171
2023-03-14T11:00,12.7,11.2,180
2023-03-14T12:00,14.5,13.8,219
2023-03-14T13:00,14.7,12.5,226
2023-03-14T14:00,13.3,12.2,236
2023-03-14T15:00,12.0,11.8,243
2023-03-14T16:00,11.2,9.7,222
2023-03-14T17:00,10.8,10.5,202
2023-03-14T18:00,10.2,9.7,195
2023-03-14T19:00,9.8,10.0,195
2023-03-14T20:00,9.3,10.5,196
2023-03-14T21:00,9.1,10.9,207
2023-03-14T22:00,8.8,10.5,211
2023-03-14T23:00,8.4,10.3,205
2023-03-15T00:00,8.3,10.7,213
2023-03-15T01:00,9.1,13.8,227
2023-03-15T02:00,8.4,20.2,270
2023-03-15T03:00,4.5,21.4,306
2023-03-15T04:00,3.5,17.0,306
2023-03-15T05:00,3.0,14.3,304
2023-03-15T06:00,2.7,12.6,290
2023-03-15T07:00,2.8,11.2,291
2023-03-15T08:00,2.7,13.9,295
2023-03-15T09:00,2.9,12.9,293
2023-03-15T10:00,3.6,13.2,296
2023-03-15T11:00,4.3,13.2,299
2023-03-15T12:00,4.9,14.2,300
2023-03-15T13:00,5.1,14.3,298
2023-03-15T14:00,5.3,13.4,297
2023-03-15T15:00,5.3,12.6,294
2023-03-15T16:00,5.1,11.6,296
2023-03-15T17:00,4.7,9.7,292
2023-03-15T18:00,4.0,7.4,284
2023-03-15T19:00,3.0,7.0,282
2023-03-15T20:00,2.3,7.2,297
2023-03-15T21:00,1.9,6.8,302
2023-03-15T22:00,1.4,7.0,305
2023-03-15T23:00,1.0,6.7,306
2023-03-16T00:00,0.7,6.4,308
2023-03-16T01:00,0.2,5.6,297
2023-03-16T02:00,0.0,5.4,290
2023-03-16T03:00,-0.2,5.2,286
2023-03-16T04:00,-0.5,4.8,283
2023-03-16T05:00,-0.8,5.8,277
2023-03-16T06:00,-1.0,5.4,270
2023-03-16T07:00,-1.3,5.8,266
2023-03-16T08:00,-0.8,6.5,264
2023-03-16T09:00,0.5,6.9,264
2023-03-16T10:00,2.2,7.6,265
2023-03-16T11:00,4.0,10.8,274
2023-03-16T12:00,5.0,9.9,280
2023-03-16T13:00,5.6,10.5,286
2023-03-16T14:00,5.4,10.5,286
2023-03-16T15:00,5.6,9.8,276
2023-03-16T16:00,5.1,8.6,272
2023-03-16T17:00,4.7,7.4,284
2023-03-16T18:00,3.7,2.9,277
2023-03-16T19:00,3.1,2.3,252
2023-03-16T20:00,2.0,3.7,259
2023-03-16T21:00,1.2,3.3,264
2023-03-16T22:00,1.0,2.9,263
2023-03-16T23:00,0.8,2.4,243
2023-03-17T00:00,0.5,2.6,214
2023-03-17T01:00,-0.7,2.8,220
2023-03-17T02:00,-1.1,2.9,187
2023-03-17T03:00,-1.6,3.0,166
2023-03-17T04:00,-2.1,3.2,153
2023-03-17T05:00,-2.5,4.3,138
2023-03-17T06:00,-2.9,4.8,138
2023-03-17T07:00,-2.4,5.6,135
2023-03-17T08:00,-1.0,6.4,142
2023-03-17T09:00,1.4,7.6,149
2023-03-17T10:00,3.5,8.7,150
2023-03-17T11:00,5.6,10.5,153
2023-03-17T12:00,7.0,13.0,161
2023-03-17T13:00,8.6,13.2,158
2023-03-17T14:00,9.0,13.9,155
2023-03-17T15:00,9.0,15.0,153
2023-03-17T16:00,8.7,14.5,153
2023-03-17T17:00,7.8,12.7,151
2023-03-17T18:00,6.4,9.7,138
2023-03-17T19:00,5.8,9.5,127
2023-03-17T20:00,4.7,11.0,131
2023-03-17T21:00,4.1,12.0,139
2023-03-17T22:00,3.5,11.2,140
2023-03-17T23:00,3.0,11.5,141
2023-03-18T00:00,2.6,12.5,141
2023-03-18T01:00,3.0,12.8,142
2023-03-18T02:00,2.5,12.8,142
2023-03-18T03:00,2.1,13.0,141
2023-03-18T04:00,1.7,12.8,140
2023-03-18T05:00,1.3,12.5,139
2023-03-18T06:00,1.2,12.8,140
2023-03-18T07:00,2.2,12.8,140
2023-03-18T08:00,3.3,12.8,140
2023-03-18T09:00,5.2,14.8,146
2023-03-18T10:00,6.9,15.6,151
2023-03-18T11:00,8.5,15.6,154
2023-03-18T12:00,10.0,15.9,152
2023-03-18T13:00,11.5,16.3,149
2023-03-18T14:00,12.0,16.1,153
2023-03-18T15:00,11.9,15.5,158
2023-03-18T16:00,11.5,14.2,159
2023-03-18T17:00,10.7,11.8,157
2023-03-18T18:00,9.6,10.2,148
2023-03-18T19:00,9.1,9.3,144
2023-03-18T20:00,8.3,9.3,152
2023-03-18T21:00,7.7,9.5,155
2023-03-18T22:00,7.0,9.0,157
2023-03-18T23:00,6.4,8.6,158
2023-03-19T00:00,5.9,8.3,162
2023-03-19T01:00,5.6,7.6,161
2023-03-19T02:00,5.1,7.2,162
2023-03-19T03:00,4.6,6.5,161
2023-03-19T04:00,4.2,5.8,158
2023-03-19T05:00,3.9,5.2,155
2023-03-19T06:00,3.7,5.2,155
2023-03-19T07:00,3.5,5.8,158
2023-03-19T08:00,5.2,6.4,164
2023-03-19T09:00,7.6,6.9,174
2023-03-19T10:00,9.8,7.6,188
2023-03-19T11:00,11.5,7.1,195
2023-03-19T12:00,12.8,7.3,200
2023-03-19T13:00,14.9,8.2,209
2023-03-19T14:00,15.3,8.4,211
2023-03-19T15:00,15.4,8.9,212
2023-03-19T16:00,15.0,8.6,213
2023-03-19T17:00,14.2,5.5,212
2023-03-19T18:00,12.8,4.0,190
2023-03-19T19:00,11.2,3.6,174
2023-03-19T20:00,10.2,4.0,153
2023-03-19T21:00,9.0,5.0,150
2023-03-19T22:00,8.4,4.7,157
2023-03-19T23:00,7.9,4.2,160
2023-03-20T00:00,7.2,4.2,160
2023-03-20T01:00,6.4,3.9,158
2023-03-20T02:00,6.0,4.0,170
2023-03-20T03:00,5.7,3.7,169
2023-03-20T04:00,5.4,3.6,180
2023-03-20T05:00,5.5,3.3,186
2023-03-20T06:00,5.6,3.4,198
2023-03-20T07:00,4.7,3.3,193
2023-03-20T08:00,6.5,3.1,225
2023-03-20T09:00,8.6,3.3,229
2023-03-20T10:00,10.7,5.3,242
2023-03-20T11:00,12.5,6.5,251
2023-03-20T12:00,13.9,8.1,257
2023-03-20T13:00,14.9,11.2,272
2023-03-20T14:00,13.4,10.1,272
2023-03-20T15:00,13.6,9.0,272
2023-03-20T16:00,13.2,11.2,270
2023-03-20T17:00,11.8,9.1,263
2023-03-20T18:00,10.9,6.3,257
2023-03-20T19:00,9.7,5.7,252
2023-03-20T20:00,9.1,6.8,252
2023-03-20T21:00,8.8,8.6,270
2023-03-20T22:00,8.5,8.0,275
2023-03-20T23:00,8.5,7.4,284
2023-03-21T00:00,7.9,6.4,286
2023-03-21T01:00,7.7,6.9,279
2023-03-21T02:00,7.7,6.1,270
2023-03-21T03:00,7.4,6.8,267
2023-03-21T04:00,7.3,8.0,275
2023-03-21T05:00,7.1,9.1,288
2023-03-21T06:00,6.7,7.1,285
2023-03-21T07:00,6.8,7.3,279
2023-03-21T08:00,7.3,8.1,291
2023-03-21T09:00,7.6,8.5,298
2023-03-21T10:00,8.1,9.3,306
2023-03-21T11:00,8.1,8.9,310
2023-03-21T12:00,8.5,7.7,311
2023-03-21T13:00,8.8,5.6,297
2023-03-21T14:00,9.7,7.6,315
2023-03-21T15:00,9.8,7.1,319
2023-03-21T16:00,9.7,6.1,315
2023-03-21T17:00,9.4,4.6,309
2023-03-21T18:00,8.6,2.2,261
2023-03-21T19:00,7.8,3.1,201
2023-03-21T20:00,6.9,3.7,209
2023-03-21T21:00,6.2,3.9,214
2023-03-21T22:00,5.6,4.0,207
2023-03-21T23:00,5.1,4.2,200
2023-03-22T00:00,4.6,4.3,185
2023-03-22T01:00,4.2,4.5,166
2023-03-22T02:00,3.8,5.2,164
2023-03-22T03:00,3.5,5.6,165
2023-03-22T04:00,3.2,6.2,170
2023-03-22T05:00,2.9,7.0,168
2023-03-22T06:00,2.7,7.4,166
2023-03-22T07:00,2.9,7.4,157
2023-03-22T08:00,3.9,9.1,162
2023-03-22T09:00,5.5,10.0,165
2023-03-22T10:00,7.2,9.9,161
2023-03-22T11:00,8.5,11.3,173
2023-03-22T12:00,9.3,10.5,176
2023-03-22T13:00,10.7,10.5,184
2023-03-22T14:00,11.5,10.9,189
2023-03-22T15:00,12.0,10.9,226
2023-03-22T16:00,11.9,8.6,195
2023-03-22T17:00,11.6,6.5,174
2023-03-22T18:00,10.9,6.5,180
2023-03-22T19:00,11.2,6.3,167
2023-03-22T20:00,10.7,6.1,180
2023-03-22T21:00,10.2,6.1,183
2023-03-22T22:00,9.7,6.1,180
2023-03-22T23:00,9.1,5.8,184
